,obsnme,obsval,weight,obgnme,oname,otype,time,usecol
oname:sfr.csv_otype:lst_usecol:headwater_time:275,oname:sfr.csv_otype:lst_usecol:headwater_time:275,-1324.895629252271,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,275,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:306,oname:sfr.csv_otype:lst_usecol:headwater_time:306,-1004.697796317973,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,306,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:32,oname:sfr.csv_otype:lst_usecol:headwater_time:32,-1206.637862921968,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,32,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:336,oname:sfr.csv_otype:lst_usecol:headwater_time:336,-847.7394811540516,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,336,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:367,oname:sfr.csv_otype:lst_usecol:headwater_time:367,-892.1205116104022,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,367,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:398,oname:sfr.csv_otype:lst_usecol:headwater_time:398,-1121.784282461512,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,398,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:426,oname:sfr.csv_otype:lst_usecol:headwater_time:426,-1450.57361937468,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,426,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:457,oname:sfr.csv_otype:lst_usecol:headwater_time:457,-1846.801082732861,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,457,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:487,oname:sfr.csv_otype:lst_usecol:headwater_time:487,-2161.420112160448,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,487,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:518,oname:sfr.csv_otype:lst_usecol:headwater_time:518,-2325.728559257242,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,518,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:548,oname:sfr.csv_otype:lst_usecol:headwater_time:548,-2285.91157907837,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,548,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:579,oname:sfr.csv_otype:lst_usecol:headwater_time:579,-2048.696502589591,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,579,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:61,oname:sfr.csv_otype:lst_usecol:headwater_time:61,-1521.896546458194,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,61,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:610,oname:sfr.csv_otype:lst_usecol:headwater_time:610,-1684.631747487347,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,610,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:640,oname:sfr.csv_otype:lst_usecol:headwater_time:640,-1302.901735688616,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,640,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:671,oname:sfr.csv_otype:lst_usecol:headwater_time:671,-987.4812259360281,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,671,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:701,oname:sfr.csv_otype:lst_usecol:headwater_time:701,-835.6982431163487,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,701,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:732,oname:sfr.csv_otype:lst_usecol:headwater_time:732,-970.087746665297,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,732,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:92,oname:sfr.csv_otype:lst_usecol:headwater_time:92,-1898.092776935767,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,92,headwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:1,oname:sfr.csv_otype:lst_usecol:tailwater_time:1,-724.7188602769991,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,1,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:122,oname:sfr.csv_otype:lst_usecol:tailwater_time:122,-1581.861774455422,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,122,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:153,oname:sfr.csv_otype:lst_usecol:tailwater_time:153,-1675.595842464744,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,153,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:183,oname:sfr.csv_otype:lst_usecol:tailwater_time:183,-1619.813790877721,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,183,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:214,oname:sfr.csv_otype:lst_usecol:tailwater_time:214,-1420.530750100953,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,214,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:245,oname:sfr.csv_otype:lst_usecol:tailwater_time:245,-1140.337823570166,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,245,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:275,oname:sfr.csv_otype:lst_usecol:tailwater_time:275,-857.6706294142672,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,275,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:306,oname:sfr.csv_otype:lst_usecol:tailwater_time:306,-637.2702105547736,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,306,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:32,oname:sfr.csv_otype:lst_usecol:tailwater_time:32,-867.901916435975,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,32,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:336,oname:sfr.csv_otype:lst_usecol:tailwater_time:336,-543.8020937192052,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,336,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:367,oname:sfr.csv_otype:lst_usecol:tailwater_time:367,-597.7849981943938,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,367,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:398,oname:sfr.csv_otype:lst_usecol:tailwater_time:398,-784.159532964157,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,398,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:426,oname:sfr.csv_otype:lst_usecol:tailwater_time:426,-1036.675755434394,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,426,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:457,oname:sfr.csv_otype:lst_usecol:tailwater_time:457,-1329.329497110487,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,457,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:487,oname:sfr.csv_otype:lst_usecol:tailwater_time:487,-1550.108483585977,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,487,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:518,oname:sfr.csv_otype:lst_usecol:tailwater_time:518,-1649.809992574058,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,518,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:548,oname:sfr.csv_otype:lst_usecol:tailwater_time:548,-1597.311908720023,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,548,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:579,oname:sfr.csv_otype:lst_usecol:tailwater_time:579,-1401.606106047797,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,579,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:61,oname:sfr.csv_otype:lst_usecol:tailwater_time:61,-1101.724491914208,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,61,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:610,oname:sfr.csv_otype:lst_usecol:tailwater_time:610,-1123.745056530901,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,610,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:640,oname:sfr.csv_otype:lst_usecol:tailwater_time:640,-843.5368195095139,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,640,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:671,oname:sfr.csv_otype:lst_usecol:tailwater_time:671,-626.7383115070091,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,671,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:701,oname:sfr.csv_otype:lst_usecol:tailwater_time:701,-536.8173140382559,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,701,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:732,oname:sfr.csv_otype:lst_usecol:tailwater_time:732,-658.4789506685659,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,732,tailwater
oname:sfr.csv_otype:lst_usecol:tailwater_time:92,oname:sfr.csv_otype:lst_usecol:tailwater_time:92,-1375.523161773782,1.0,oname:sfr.csv_otype:lst_usecol:tailwater,sfr.csv,lst,92,tailwater
