obsnme,obsval,weight,obgnme,datetime,oname,otype,usecol
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2021-12-02,34.80516285,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2022-01-02,34.85907325,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2020-01-02,34.17277207,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2020-02-02,34.27579907,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2020-03-02,34.44150431,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2020-04-02,34.63696229,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2020-05-02,34.79058216,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2020-06-02,34.86672828,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2020-07-02,34.83806984,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2020-08-02,34.70740684,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2020-09-02,34.51191707,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2020-10-02,34.30872047,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2020-11-02,34.14172232,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2020-12-02,34.06436926,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2021-01-02,34.0935727,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2021-02-02,34.21987717,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2021-03-02,34.39521076,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2021-04-02,34.60330379,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2021-05-02,34.76547862,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2021-06-02,34.84659557,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2021-07-02,34.82123083,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2021-08-02,34.69252996,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2021-09-02,34.49877175,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2021-10-02,34.29785197,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2021-11-02,34.13358488,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2021-12-02,34.05906432,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_datetime:2022-01-02,34.13666843,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2020-01-02,34.04667642,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2020-02-02,34.13944359,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2020-03-02,34.28486384,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2020-04-02,34.45160356,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2020-05-02,34.57898576,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2020-06-02,34.63624565,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2020-07-02,34.60255895,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2020-08-02,34.48296513,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2020-09-02,34.31057121,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2020-10-02,34.13633385,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2020-11-02,33.99788822,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2020-12-02,33.9395769,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2021-01-02,33.97409262,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2021-02-02,34.09050225,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2021-03-02,34.24546634,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2021-04-02,34.42395399,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2021-05-02,34.55821297,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2021-06-02,34.61943445,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2021-07-02,34.5887401,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2021-08-02,34.47029481,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2021-09-02,34.29976324,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2021-10-02,34.12756326,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2021-11-02,33.99149859,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2021-12-02,33.93551104,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_datetime:2022-01-02,34.01354473,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2020-01-02,34.88558189,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2020-02-02,35.00806111,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2020-03-02,35.21444803,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2020-04-02,35.47315708,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2020-05-02,35.69691418,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2020-06-02,35.83583012,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2020-07-02,35.84389954,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2020-08-02,35.71743964,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2020-09-02,35.49068798,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2020-10-02,35.23251083,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2020-11-02,34.99809744,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2020-12-02,34.86285421,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2021-01-02,34.85717864,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2021-02-02,34.98068836,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2021-03-02,35.18240081,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2021-04-02,35.44611334,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2021-05-02,35.67288787,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2021-06-02,35.81367581,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2021-07-02,35.82256787,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2021-08-02,35.69669835,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2021-09-02,35.47119055,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2021-10-02,35.21535578,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2021-11-02,34.98418897,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2021-12-02,34.85263952,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_datetime:2022-01-02,34.90385378,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2020-01-02,35.23600676,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2020-02-02,35.37112643,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2020-03-02,35.60867194,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2020-04-02,35.92132915,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2020-05-02,36.20881885,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2020-06-02,36.41076857,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2020-07-02,36.46229605,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2020-08-02,36.35221112,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2020-09-02,36.10650089,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2020-10-02,35.80344875,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2020-11-02,35.50678261,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2020-12-02,35.31216979,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2021-01-02,35.2625353,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2021-02-02,35.3713546,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2021-03-02,35.58733231,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2021-04-02,35.89550395,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2021-05-02,36.18173036,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2021-06-02,36.38326707,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2021-07-02,36.43477749,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2021-08-02,36.32352017,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2021-09-02,36.07931308,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2021-10-02,35.77901823,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2021-11-02,35.48626437,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2021-12-02,35.29620776,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_datetime:2022-01-02,35.31086056,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,2022-01-02,hds,lst,trgw
