parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,inst,j,pname,pstyle,ptype,x,y
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:8_x:13.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,8,p,m,gr,13.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:9_x:13.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,9,p,m,gr,13.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:10_x:13.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,10,p,m,gr,13.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:11_x:13.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,11,p,m,gr,13.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:12_x:13.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,12,p,m,gr,13.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:13_x:13.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,13,p,m,gr,13.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:14_x:13.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,14,p,m,gr,13.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:15_x:13.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,15,p,m,gr,13.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:16_x:13.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,16,p,m,gr,13.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:17_x:13.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,17,p,m,gr,13.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:18_x:13.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,18,p,m,gr,13.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:19_x:13.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,19,p,m,gr,13.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:0_x:14.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,0,p,m,gr,14.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:1_x:14.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,1,p,m,gr,14.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:2_x:14.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,2,p,m,gr,14.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:3_x:14.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,3,p,m,gr,14.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:4_x:14.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,4,p,m,gr,14.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:5_x:14.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,5,p,m,gr,14.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:6_x:14.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,6,p,m,gr,14.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:7_x:14.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,7,p,m,gr,14.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:8_x:14.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,8,p,m,gr,14.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:9_x:14.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,9,p,m,gr,14.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:10_x:14.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,10,p,m,gr,14.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:11_x:14.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,11,p,m,gr,14.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:12_x:14.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,12,p,m,gr,14.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:13_x:14.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,13,p,m,gr,14.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:14_x:14.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,14,p,m,gr,14.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:15_x:14.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,15,p,m,gr,14.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:16_x:14.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,16,p,m,gr,14.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:17_x:14.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,17,p,m,gr,14.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:18_x:14.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,18,p,m,gr,14.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:14_j:19_x:14.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,14,0,19,p,m,gr,14.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:0_x:15.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,0,p,m,gr,15.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:1_x:15.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,1,p,m,gr,15.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:2_x:15.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,2,p,m,gr,15.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:3_x:15.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,3,p,m,gr,15.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:4_x:15.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,4,p,m,gr,15.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:5_x:15.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,5,p,m,gr,15.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:6_x:15.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,6,p,m,gr,15.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:7_x:15.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,7,p,m,gr,15.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:8_x:15.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,8,p,m,gr,15.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:9_x:15.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,9,p,m,gr,15.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:10_x:15.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,10,p,m,gr,15.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:11_x:15.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,11,p,m,gr,15.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:12_x:15.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,12,p,m,gr,15.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:13_x:15.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,13,p,m,gr,15.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:14_x:15.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,14,p,m,gr,15.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:15_x:15.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,15,p,m,gr,15.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:16_x:15.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,16,p,m,gr,15.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:17_x:15.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,17,p,m,gr,15.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:18_x:15.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,18,p,m,gr,15.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:15_j:19_x:15.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,15,0,19,p,m,gr,15.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:0_x:16.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,0,p,m,gr,16.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:1_x:16.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,1,p,m,gr,16.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:2_x:16.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,2,p,m,gr,16.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:3_x:16.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,3,p,m,gr,16.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:4_x:16.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,4,p,m,gr,16.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:5_x:16.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,5,p,m,gr,16.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:6_x:16.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,6,p,m,gr,16.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:7_x:16.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,7,p,m,gr,16.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:8_x:16.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,8,p,m,gr,16.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:9_x:16.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,9,p,m,gr,16.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:10_x:16.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,10,p,m,gr,16.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:11_x:16.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,11,p,m,gr,16.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:12_x:16.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,12,p,m,gr,16.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:13_x:16.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,13,p,m,gr,16.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:14_x:16.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,14,p,m,gr,16.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:15_x:16.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,15,p,m,gr,16.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:16_x:16.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,16,p,m,gr,16.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:17_x:16.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,17,p,m,gr,16.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:18_x:16.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,18,p,m,gr,16.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:16_j:19_x:16.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,16,0,19,p,m,gr,16.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:0_x:17.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,0,p,m,gr,17.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:1_x:17.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,1,p,m,gr,17.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:2_x:17.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,2,p,m,gr,17.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:3_x:17.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,3,p,m,gr,17.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:4_x:17.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,4,p,m,gr,17.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:5_x:17.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,5,p,m,gr,17.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:6_x:17.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,6,p,m,gr,17.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:7_x:17.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,7,p,m,gr,17.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:8_x:17.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,8,p,m,gr,17.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:9_x:17.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,9,p,m,gr,17.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:10_x:17.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,10,p,m,gr,17.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:11_x:17.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,11,p,m,gr,17.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:12_x:17.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,12,p,m,gr,17.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:13_x:17.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,13,p,m,gr,17.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:14_x:17.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,14,p,m,gr,17.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:15_x:17.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,15,p,m,gr,17.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:16_x:17.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,16,p,m,gr,17.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:17_x:17.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,17,p,m,gr,17.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:18_x:17.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,18,p,m,gr,17.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:17_j:19_x:17.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,17,0,19,p,m,gr,17.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:0_x:18.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,0,p,m,gr,18.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:1_x:18.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,1,p,m,gr,18.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:2_x:18.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,2,p,m,gr,18.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:3_x:18.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,3,p,m,gr,18.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:4_x:18.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,4,p,m,gr,18.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:5_x:18.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,5,p,m,gr,18.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:6_x:18.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,6,p,m,gr,18.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:7_x:18.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,7,p,m,gr,18.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:8_x:18.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,8,p,m,gr,18.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:9_x:18.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,9,p,m,gr,18.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:10_x:18.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,10,p,m,gr,18.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:11_x:18.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,11,p,m,gr,18.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:12_x:18.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,12,p,m,gr,18.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:13_x:18.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,13,p,m,gr,18.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:14_x:18.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,14,p,m,gr,18.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:15_x:18.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,15,p,m,gr,18.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:16_x:18.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,16,p,m,gr,18.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:17_x:18.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,17,p,m,gr,18.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:18_x:18.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,18,p,m,gr,18.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:18_j:19_x:18.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,18,0,19,p,m,gr,18.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:0_x:19.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,0,p,m,gr,19.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:1_x:19.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,1,p,m,gr,19.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:2_x:19.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,2,p,m,gr,19.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:3_x:19.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,3,p,m,gr,19.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:4_x:19.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,4,p,m,gr,19.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:5_x:19.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,5,p,m,gr,19.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:6_x:19.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,6,p,m,gr,19.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:7_x:19.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,7,p,m,gr,19.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:8_x:19.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,8,p,m,gr,19.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:9_x:19.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,9,p,m,gr,19.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:10_x:19.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,10,p,m,gr,19.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:11_x:19.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,11,p,m,gr,19.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:12_x:19.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,12,p,m,gr,19.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:13_x:19.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,13,p,m,gr,19.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:14_x:19.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,14,p,m,gr,19.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:15_x:19.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,15,p,m,gr,19.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:16_x:19.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,16,p,m,gr,19.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:17_x:19.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,17,p,m,gr,19.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:18_x:19.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,18,p,m,gr,19.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:19_j:19_x:19.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,19,0,19,p,m,gr,19.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:0_x:20.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,0,p,m,gr,20.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:1_x:20.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,1,p,m,gr,20.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:2_x:20.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,2,p,m,gr,20.00,2.00
