parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,inst,j,pname,pstyle,ptype,x,y
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:18_x:26.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,18,p,m,gr,26.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:19_x:26.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,19,p,m,gr,26.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:0_x:27.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,0,p,m,gr,27.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:1_x:27.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,1,p,m,gr,27.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:2_x:27.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,2,p,m,gr,27.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:3_x:27.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,3,p,m,gr,27.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:4_x:27.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,4,p,m,gr,27.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:5_x:27.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,5,p,m,gr,27.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:6_x:27.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,6,p,m,gr,27.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:7_x:27.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,7,p,m,gr,27.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:8_x:27.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,8,p,m,gr,27.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:9_x:27.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,9,p,m,gr,27.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:10_x:27.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,10,p,m,gr,27.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:11_x:27.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,11,p,m,gr,27.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:12_x:27.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,12,p,m,gr,27.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:13_x:27.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,13,p,m,gr,27.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:14_x:27.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,14,p,m,gr,27.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:15_x:27.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,15,p,m,gr,27.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:16_x:27.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,16,p,m,gr,27.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:17_x:27.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,17,p,m,gr,27.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:18_x:27.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,18,p,m,gr,27.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:27_j:19_x:27.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,27,0,19,p,m,gr,27.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:0_x:28.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,0,p,m,gr,28.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:1_x:28.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,1,p,m,gr,28.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:2_x:28.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,2,p,m,gr,28.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:3_x:28.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,3,p,m,gr,28.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:4_x:28.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,4,p,m,gr,28.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:5_x:28.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,5,p,m,gr,28.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:6_x:28.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,6,p,m,gr,28.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:7_x:28.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,7,p,m,gr,28.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:8_x:28.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,8,p,m,gr,28.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:9_x:28.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,9,p,m,gr,28.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:10_x:28.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,10,p,m,gr,28.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:11_x:28.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,11,p,m,gr,28.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:12_x:28.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,12,p,m,gr,28.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:13_x:28.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,13,p,m,gr,28.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:14_x:28.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,14,p,m,gr,28.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:15_x:28.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,15,p,m,gr,28.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:16_x:28.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,16,p,m,gr,28.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:17_x:28.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,17,p,m,gr,28.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:18_x:28.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,18,p,m,gr,28.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:28_j:19_x:28.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,28,0,19,p,m,gr,28.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:0_x:29.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,0,p,m,gr,29.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:1_x:29.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,1,p,m,gr,29.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:2_x:29.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,2,p,m,gr,29.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:3_x:29.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,3,p,m,gr,29.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:4_x:29.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,4,p,m,gr,29.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:5_x:29.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,5,p,m,gr,29.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:6_x:29.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,6,p,m,gr,29.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:7_x:29.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,7,p,m,gr,29.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:8_x:29.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,8,p,m,gr,29.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:9_x:29.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,9,p,m,gr,29.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:10_x:29.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,10,p,m,gr,29.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:11_x:29.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,11,p,m,gr,29.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:12_x:29.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,12,p,m,gr,29.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:13_x:29.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,13,p,m,gr,29.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:14_x:29.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,14,p,m,gr,29.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:15_x:29.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,15,p,m,gr,29.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:16_x:29.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,16,p,m,gr,29.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:17_x:29.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,17,p,m,gr,29.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:18_x:29.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,18,p,m,gr,29.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:29_j:19_x:29.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,29,0,19,p,m,gr,29.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:0_x:30.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,0,p,m,gr,30.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:1_x:30.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,1,p,m,gr,30.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:2_x:30.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,2,p,m,gr,30.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:3_x:30.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,3,p,m,gr,30.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:4_x:30.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,4,p,m,gr,30.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:5_x:30.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,5,p,m,gr,30.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:6_x:30.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,6,p,m,gr,30.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:7_x:30.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,7,p,m,gr,30.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:8_x:30.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,8,p,m,gr,30.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:9_x:30.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,9,p,m,gr,30.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:10_x:30.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,10,p,m,gr,30.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:11_x:30.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,11,p,m,gr,30.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:12_x:30.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,12,p,m,gr,30.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:13_x:30.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,13,p,m,gr,30.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:14_x:30.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,14,p,m,gr,30.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:15_x:30.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,15,p,m,gr,30.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:16_x:30.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,16,p,m,gr,30.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:17_x:30.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,17,p,m,gr,30.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:18_x:30.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,18,p,m,gr,30.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:30_j:19_x:30.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,30,0,19,p,m,gr,30.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:0_x:31.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,0,p,m,gr,31.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:1_x:31.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,1,p,m,gr,31.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:2_x:31.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,2,p,m,gr,31.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:3_x:31.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,3,p,m,gr,31.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:4_x:31.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,4,p,m,gr,31.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:5_x:31.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,5,p,m,gr,31.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:6_x:31.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,6,p,m,gr,31.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:7_x:31.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,7,p,m,gr,31.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:8_x:31.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,8,p,m,gr,31.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:9_x:31.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,9,p,m,gr,31.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:10_x:31.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,10,p,m,gr,31.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:11_x:31.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,11,p,m,gr,31.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:12_x:31.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,12,p,m,gr,31.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:13_x:31.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,13,p,m,gr,31.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:14_x:31.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,14,p,m,gr,31.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:15_x:31.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,15,p,m,gr,31.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:16_x:31.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,16,p,m,gr,31.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:17_x:31.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,17,p,m,gr,31.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:18_x:31.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,18,p,m,gr,31.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:31_j:19_x:31.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,31,0,19,p,m,gr,31.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:0_x:32.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,0,p,m,gr,32.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:1_x:32.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,1,p,m,gr,32.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:2_x:32.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,2,p,m,gr,32.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:3_x:32.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,3,p,m,gr,32.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:4_x:32.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,4,p,m,gr,32.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:5_x:32.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,5,p,m,gr,32.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:6_x:32.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,6,p,m,gr,32.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:7_x:32.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,7,p,m,gr,32.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:8_x:32.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,8,p,m,gr,32.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:9_x:32.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,9,p,m,gr,32.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:10_x:32.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,10,p,m,gr,32.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:11_x:32.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,11,p,m,gr,32.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:12_x:32.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,12,p,m,gr,32.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:13_x:32.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,13,p,m,gr,32.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:14_x:32.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,14,p,m,gr,32.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:15_x:32.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,15,p,m,gr,32.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:16_x:32.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,16,p,m,gr,32.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:17_x:32.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,17,p,m,gr,32.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:18_x:32.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,18,p,m,gr,32.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:32_j:19_x:32.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,32,0,19,p,m,gr,32.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:0_x:33.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,0,p,m,gr,33.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:1_x:33.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,1,p,m,gr,33.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:2_x:33.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,2,p,m,gr,33.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:3_x:33.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,3,p,m,gr,33.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:4_x:33.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,4,p,m,gr,33.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:5_x:33.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,5,p,m,gr,33.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:6_x:33.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,6,p,m,gr,33.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:7_x:33.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,7,p,m,gr,33.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:8_x:33.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,8,p,m,gr,33.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:9_x:33.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,9,p,m,gr,33.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:10_x:33.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,10,p,m,gr,33.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:11_x:33.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,11,p,m,gr,33.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:33_j:12_x:33.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,33,0,12,p,m,gr,33.00,12.00
