,parnme,parval1,i,j,x,y,pargp,tpl_filename,input_filename,partype,partrans,parubnd,parlbnd,scale,dercom,parchglim,offset
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:30_j:14_x:3625.00_y:2375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:30_j:14_x:3625.00_y:2375.00_zone:1,1.0,30,14,3625.0,2375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:30_j:15_x:3875.00_y:2375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:30_j:15_x:3875.00_y:2375.00_zone:1,1.0,30,15,3875.0,2375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:30_j:16_x:4125.00_y:2375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:30_j:16_x:4125.00_y:2375.00_zone:1,1.0,30,16,4125.0,2375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:30_j:17_x:4375.00_y:2375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:30_j:17_x:4375.00_y:2375.00_zone:1,1.0,30,17,4375.0,2375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:30_j:18_x:4625.00_y:2375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:30_j:18_x:4625.00_y:2375.00_zone:1,1.0,30,18,4625.0,2375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:30_j:19_x:4875.00_y:2375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:30_j:19_x:4875.00_y:2375.00_zone:1,1.0,30,19,4875.0,2375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:0_x:125.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:0_x:125.00_y:2125.00_zone:1,1.0,31,0,125.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:1_x:375.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:1_x:375.00_y:2125.00_zone:1,1.0,31,1,375.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:2_x:625.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:2_x:625.00_y:2125.00_zone:1,1.0,31,2,625.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:3_x:875.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:3_x:875.00_y:2125.00_zone:1,1.0,31,3,875.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:4_x:1125.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:4_x:1125.00_y:2125.00_zone:1,1.0,31,4,1125.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:5_x:1375.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:5_x:1375.00_y:2125.00_zone:1,1.0,31,5,1375.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:6_x:1625.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:6_x:1625.00_y:2125.00_zone:1,1.0,31,6,1625.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:7_x:1875.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:7_x:1875.00_y:2125.00_zone:1,1.0,31,7,1875.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:8_x:2125.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:8_x:2125.00_y:2125.00_zone:1,1.0,31,8,2125.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:9_x:2375.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:9_x:2375.00_y:2125.00_zone:1,1.0,31,9,2375.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:10_x:2625.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:10_x:2625.00_y:2125.00_zone:1,1.0,31,10,2625.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:11_x:2875.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:11_x:2875.00_y:2125.00_zone:1,1.0,31,11,2875.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:12_x:3125.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:12_x:3125.00_y:2125.00_zone:1,1.0,31,12,3125.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:13_x:3375.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:13_x:3375.00_y:2125.00_zone:1,1.0,31,13,3375.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:14_x:3625.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:14_x:3625.00_y:2125.00_zone:1,1.0,31,14,3625.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:15_x:3875.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:15_x:3875.00_y:2125.00_zone:1,1.0,31,15,3875.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:16_x:4125.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:16_x:4125.00_y:2125.00_zone:1,1.0,31,16,4125.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:17_x:4375.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:17_x:4375.00_y:2125.00_zone:1,1.0,31,17,4375.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:18_x:4625.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:18_x:4625.00_y:2125.00_zone:1,1.0,31,18,4625.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:19_x:4875.00_y:2125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:31_j:19_x:4875.00_y:2125.00_zone:1,1.0,31,19,4875.0,2125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:1_x:375.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:1_x:375.00_y:1875.00_zone:1,1.0,32,1,375.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:2_x:625.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:2_x:625.00_y:1875.00_zone:1,1.0,32,2,625.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:3_x:875.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:3_x:875.00_y:1875.00_zone:1,1.0,32,3,875.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:4_x:1125.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:4_x:1125.00_y:1875.00_zone:1,1.0,32,4,1125.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:5_x:1375.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:5_x:1375.00_y:1875.00_zone:1,1.0,32,5,1375.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:6_x:1625.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:6_x:1625.00_y:1875.00_zone:1,1.0,32,6,1625.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:7_x:1875.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:7_x:1875.00_y:1875.00_zone:1,1.0,32,7,1875.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:8_x:2125.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:8_x:2125.00_y:1875.00_zone:1,1.0,32,8,2125.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:9_x:2375.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:9_x:2375.00_y:1875.00_zone:1,1.0,32,9,2375.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:10_x:2625.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:10_x:2625.00_y:1875.00_zone:1,1.0,32,10,2625.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:11_x:2875.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:11_x:2875.00_y:1875.00_zone:1,1.0,32,11,2875.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:12_x:3125.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:12_x:3125.00_y:1875.00_zone:1,1.0,32,12,3125.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:13_x:3375.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:13_x:3375.00_y:1875.00_zone:1,1.0,32,13,3375.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:14_x:3625.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:14_x:3625.00_y:1875.00_zone:1,1.0,32,14,3625.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:15_x:3875.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:15_x:3875.00_y:1875.00_zone:1,1.0,32,15,3875.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:16_x:4125.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:16_x:4125.00_y:1875.00_zone:1,1.0,32,16,4125.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:17_x:4375.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:17_x:4375.00_y:1875.00_zone:1,1.0,32,17,4375.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:18_x:4625.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:18_x:4625.00_y:1875.00_zone:1,1.0,32,18,4625.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:19_x:4875.00_y:1875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:32_j:19_x:4875.00_y:1875.00_zone:1,1.0,32,19,4875.0,1875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:2_x:625.00_y:1625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:2_x:625.00_y:1625.00_zone:1,1.0,33,2,625.0,1625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:3_x:875.00_y:1625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:3_x:875.00_y:1625.00_zone:1,1.0,33,3,875.0,1625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:4_x:1125.00_y:1625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:4_x:1125.00_y:1625.00_zone:1,1.0,33,4,1125.0,1625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:5_x:1375.00_y:1625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:5_x:1375.00_y:1625.00_zone:1,1.0,33,5,1375.0,1625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:6_x:1625.00_y:1625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:6_x:1625.00_y:1625.00_zone:1,1.0,33,6,1625.0,1625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:7_x:1875.00_y:1625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:7_x:1875.00_y:1625.00_zone:1,1.0,33,7,1875.0,1625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:8_x:2125.00_y:1625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:8_x:2125.00_y:1625.00_zone:1,1.0,33,8,2125.0,1625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:9_x:2375.00_y:1625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:9_x:2375.00_y:1625.00_zone:1,1.0,33,9,2375.0,1625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:10_x:2625.00_y:1625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:10_x:2625.00_y:1625.00_zone:1,1.0,33,10,2625.0,1625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:11_x:2875.00_y:1625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:11_x:2875.00_y:1625.00_zone:1,1.0,33,11,2875.0,1625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:12_x:3125.00_y:1625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:33_j:12_x:3125.00_y:1625.00_zone:1,1.0,33,12,3125.0,1625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
