obsnme,obsnme,obsval,weight,obgnme,i,j,oname,otype,time,totim,usecol,zone
oname:hdslay1_t12_otype:arr_i:26_j:12,oname:hdslay1_t12_otype:arr_i:26_j:12,33.82025,0.0,hdslay1_t12,26,12,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:13,oname:hdslay1_t12_otype:arr_i:26_j:13,33.838,0.0,hdslay1_t12,26,13,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:14,oname:hdslay1_t12_otype:arr_i:26_j:14,33.83796,0.0,hdslay1_t12,26,14,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:15,oname:hdslay1_t12_otype:arr_i:26_j:15,33.82885,0.0,hdslay1_t12,26,15,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:16,oname:hdslay1_t12_otype:arr_i:26_j:16,33.84974,0.0,hdslay1_t12,26,16,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:17,oname:hdslay1_t12_otype:arr_i:26_j:17,33.86557,0.0,hdslay1_t12,26,17,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:18,oname:hdslay1_t12_otype:arr_i:26_j:18,33.87632,0.0,hdslay1_t12,26,18,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:19,oname:hdslay1_t12_otype:arr_i:26_j:19,33.88179,0.0,hdslay1_t12,26,19,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:2,oname:hdslay1_t12_otype:arr_i:26_j:2,34.51677,0.0,hdslay1_t12,26,2,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:3,oname:hdslay1_t12_otype:arr_i:26_j:3,34.38878,0.0,hdslay1_t12,26,3,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:4,oname:hdslay1_t12_otype:arr_i:26_j:4,34.25098,0.0,hdslay1_t12,26,4,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:5,oname:hdslay1_t12_otype:arr_i:26_j:5,34.16711,0.0,hdslay1_t12,26,5,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:6,oname:hdslay1_t12_otype:arr_i:26_j:6,34.09818,0.0,hdslay1_t12,26,6,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:7,oname:hdslay1_t12_otype:arr_i:26_j:7,34.03172,0.0,hdslay1_t12,26,7,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:8,oname:hdslay1_t12_otype:arr_i:26_j:8,33.94945,0.0,hdslay1_t12,26,8,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:26_j:9,oname:hdslay1_t12_otype:arr_i:26_j:9,33.82418,0.0,hdslay1_t12,26,9,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:0,oname:hdslay1_t12_otype:arr_i:27_j:0,34.58876,0.0,hdslay1_t12,27,0,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:1,oname:hdslay1_t12_otype:arr_i:27_j:1,34.55021,0.0,hdslay1_t12,27,1,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:10,oname:hdslay1_t12_otype:arr_i:27_j:10,33.76795,0.0,hdslay1_t12,27,10,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:11,oname:hdslay1_t12_otype:arr_i:27_j:11,33.79686,0.0,hdslay1_t12,27,11,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:12,oname:hdslay1_t12_otype:arr_i:27_j:12,33.82103,0.0,hdslay1_t12,27,12,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:13,oname:hdslay1_t12_otype:arr_i:27_j:13,33.83018,0.0,hdslay1_t12,27,13,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:14,oname:hdslay1_t12_otype:arr_i:27_j:14,33.8282,0.0,hdslay1_t12,27,14,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:15,oname:hdslay1_t12_otype:arr_i:27_j:15,33.8186,0.0,hdslay1_t12,27,15,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:16,oname:hdslay1_t12_otype:arr_i:27_j:16,33.83974,0.0,hdslay1_t12,27,16,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:17,oname:hdslay1_t12_otype:arr_i:27_j:17,33.85566,0.0,hdslay1_t12,27,17,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:18,oname:hdslay1_t12_otype:arr_i:27_j:18,33.86641,0.0,hdslay1_t12,27,18,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:19,oname:hdslay1_t12_otype:arr_i:27_j:19,33.87186,0.0,hdslay1_t12,27,19,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:2,oname:hdslay1_t12_otype:arr_i:27_j:2,34.47598,0.0,hdslay1_t12,27,2,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:3,oname:hdslay1_t12_otype:arr_i:27_j:3,34.37336,0.0,hdslay1_t12,27,3,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:4,oname:hdslay1_t12_otype:arr_i:27_j:4,34.25738,0.0,hdslay1_t12,27,4,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:5,oname:hdslay1_t12_otype:arr_i:27_j:5,34.1498,0.0,hdslay1_t12,27,5,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:6,oname:hdslay1_t12_otype:arr_i:27_j:6,34.05505,0.0,hdslay1_t12,27,6,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:7,oname:hdslay1_t12_otype:arr_i:27_j:7,33.99409,0.0,hdslay1_t12,27,7,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:8,oname:hdslay1_t12_otype:arr_i:27_j:8,33.9315,0.0,hdslay1_t12,27,8,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:27_j:9,oname:hdslay1_t12_otype:arr_i:27_j:9,33.85261,0.0,hdslay1_t12,27,9,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:0,oname:hdslay1_t12_otype:arr_i:28_j:0,34.53549,0.0,hdslay1_t12,28,0,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:1,oname:hdslay1_t12_otype:arr_i:28_j:1,34.50139,0.0,hdslay1_t12,28,1,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:10,oname:hdslay1_t12_otype:arr_i:28_j:10,33.83331,0.0,hdslay1_t12,28,10,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:11,oname:hdslay1_t12_otype:arr_i:28_j:11,33.82573,0.0,hdslay1_t12,28,11,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:12,oname:hdslay1_t12_otype:arr_i:28_j:12,33.82608,0.0,hdslay1_t12,28,12,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:13,oname:hdslay1_t12_otype:arr_i:28_j:13,33.82426,0.0,hdslay1_t12,28,13,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:14,oname:hdslay1_t12_otype:arr_i:28_j:14,33.81797,0.0,hdslay1_t12,28,14,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:15,oname:hdslay1_t12_otype:arr_i:28_j:15,33.80701,0.0,hdslay1_t12,28,15,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:16,oname:hdslay1_t12_otype:arr_i:28_j:16,33.82788,0.0,hdslay1_t12,28,16,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:17,oname:hdslay1_t12_otype:arr_i:28_j:17,33.84387,0.0,hdslay1_t12,28,17,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:18,oname:hdslay1_t12_otype:arr_i:28_j:18,33.85474,0.0,hdslay1_t12,28,18,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:19,oname:hdslay1_t12_otype:arr_i:28_j:19,33.86028,0.0,hdslay1_t12,28,19,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:2,oname:hdslay1_t12_otype:arr_i:28_j:2,34.43571,0.0,hdslay1_t12,28,2,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:3,oname:hdslay1_t12_otype:arr_i:28_j:3,34.34245,0.0,hdslay1_t12,28,3,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:4,oname:hdslay1_t12_otype:arr_i:28_j:4,34.22648,0.0,hdslay1_t12,28,4,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:5,oname:hdslay1_t12_otype:arr_i:28_j:5,34.09251,0.0,hdslay1_t12,28,5,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:6,oname:hdslay1_t12_otype:arr_i:28_j:6,33.95358,0.0,hdslay1_t12,28,6,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:7,oname:hdslay1_t12_otype:arr_i:28_j:7,33.93743,0.0,hdslay1_t12,28,7,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:8,oname:hdslay1_t12_otype:arr_i:28_j:8,33.91382,0.0,hdslay1_t12,28,8,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:28_j:9,oname:hdslay1_t12_otype:arr_i:28_j:9,33.87343,0.0,hdslay1_t12,28,9,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:0,oname:hdslay1_t12_otype:arr_i:29_j:0,34.49184,0.0,hdslay1_t12,29,0,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:1,oname:hdslay1_t12_otype:arr_i:29_j:1,34.4596,0.0,hdslay1_t12,29,1,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:10,oname:hdslay1_t12_otype:arr_i:29_j:10,33.85355,0.0,hdslay1_t12,29,10,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:11,oname:hdslay1_t12_otype:arr_i:29_j:11,33.83514,0.0,hdslay1_t12,29,11,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:12,oname:hdslay1_t12_otype:arr_i:29_j:12,33.82309,0.0,hdslay1_t12,29,12,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:13,oname:hdslay1_t12_otype:arr_i:29_j:13,33.81385,0.0,hdslay1_t12,29,13,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:14,oname:hdslay1_t12_otype:arr_i:29_j:14,33.80456,0.0,hdslay1_t12,29,14,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:15,oname:hdslay1_t12_otype:arr_i:29_j:15,33.79316,0.0,hdslay1_t12,29,15,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:16,oname:hdslay1_t12_otype:arr_i:29_j:16,33.81395,0.0,hdslay1_t12,29,16,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:17,oname:hdslay1_t12_otype:arr_i:29_j:17,33.83025,0.0,hdslay1_t12,29,17,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:18,oname:hdslay1_t12_otype:arr_i:29_j:18,33.84147,0.0,hdslay1_t12,29,18,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:19,oname:hdslay1_t12_otype:arr_i:29_j:19,33.84721,0.0,hdslay1_t12,29,19,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:2,oname:hdslay1_t12_otype:arr_i:29_j:2,34.39828,0.0,hdslay1_t12,29,2,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:3,oname:hdslay1_t12_otype:arr_i:29_j:3,34.30933,0.0,hdslay1_t12,29,3,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:4,oname:hdslay1_t12_otype:arr_i:29_j:4,34.18918,0.0,hdslay1_t12,29,4,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:5,oname:hdslay1_t12_otype:arr_i:29_j:5,34.01712,0.0,hdslay1_t12,29,5,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:6,oname:hdslay1_t12_otype:arr_i:29_j:6,33.70848,0.0,hdslay1_t12,29,6,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:7,oname:hdslay1_t12_otype:arr_i:29_j:7,33.87011,0.0,hdslay1_t12,29,7,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:8,oname:hdslay1_t12_otype:arr_i:29_j:8,33.8968,0.0,hdslay1_t12,29,8,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:29_j:9,oname:hdslay1_t12_otype:arr_i:29_j:9,33.88011,0.0,hdslay1_t12,29,9,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:0,oname:hdslay1_t12_otype:arr_i:2_j:0,35.94704,0.0,hdslay1_t12,2,0,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:1,oname:hdslay1_t12_otype:arr_i:2_j:1,35.92314,0.0,hdslay1_t12,2,1,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:10,oname:hdslay1_t12_otype:arr_i:2_j:10,34.98576,0.0,hdslay1_t12,2,10,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:11,oname:hdslay1_t12_otype:arr_i:2_j:11,34.85825,0.0,hdslay1_t12,2,11,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:12,oname:hdslay1_t12_otype:arr_i:2_j:12,34.73043,0.0,hdslay1_t12,2,12,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:13,oname:hdslay1_t12_otype:arr_i:2_j:13,34.60191,0.0,hdslay1_t12,2,13,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:14,oname:hdslay1_t12_otype:arr_i:2_j:14,34.47254,0.0,hdslay1_t12,2,14,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:15,oname:hdslay1_t12_otype:arr_i:2_j:15,34.34175,0.0,hdslay1_t12,2,15,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:16,oname:hdslay1_t12_otype:arr_i:2_j:16,34.33579,0.0,hdslay1_t12,2,16,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:17,oname:hdslay1_t12_otype:arr_i:2_j:17,34.33105,0.0,hdslay1_t12,2,17,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:18,oname:hdslay1_t12_otype:arr_i:2_j:18,34.32794,0.0,hdslay1_t12,2,18,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:19,oname:hdslay1_t12_otype:arr_i:2_j:19,34.32643,0.0,hdslay1_t12,2,19,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:2,oname:hdslay1_t12_otype:arr_i:2_j:2,35.8761,0.0,hdslay1_t12,2,2,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:3,oname:hdslay1_t12_otype:arr_i:2_j:3,35.80739,0.0,hdslay1_t12,2,3,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:4,oname:hdslay1_t12_otype:arr_i:2_j:4,35.71948,0.0,hdslay1_t12,2,4,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:5,oname:hdslay1_t12_otype:arr_i:2_j:5,35.61552,0.0,hdslay1_t12,2,5,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:6,oname:hdslay1_t12_otype:arr_i:2_j:6,35.49923,0.0,hdslay1_t12,2,6,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:7,oname:hdslay1_t12_otype:arr_i:2_j:7,35.37467,0.0,hdslay1_t12,2,7,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:8,oname:hdslay1_t12_otype:arr_i:2_j:8,35.24544,0.0,hdslay1_t12,2,8,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:2_j:9,oname:hdslay1_t12_otype:arr_i:2_j:9,35.11493,0.0,hdslay1_t12,2,9,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:0,oname:hdslay1_t12_otype:arr_i:30_j:0,34.45776,0.0,hdslay1_t12,30,0,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:1,oname:hdslay1_t12_otype:arr_i:30_j:1,34.42443,0.0,hdslay1_t12,30,1,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:10,oname:hdslay1_t12_otype:arr_i:30_j:10,33.85367,0.0,hdslay1_t12,30,10,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:11,oname:hdslay1_t12_otype:arr_i:30_j:11,33.82742,0.0,hdslay1_t12,30,11,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:12,oname:hdslay1_t12_otype:arr_i:30_j:12,33.80765,0.0,hdslay1_t12,30,12,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:13,oname:hdslay1_t12_otype:arr_i:30_j:13,33.79489,0.0,hdslay1_t12,30,13,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:14,oname:hdslay1_t12_otype:arr_i:30_j:14,33.78564,0.0,hdslay1_t12,30,14,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:15,oname:hdslay1_t12_otype:arr_i:30_j:15,33.77615,0.0,hdslay1_t12,30,15,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:16,oname:hdslay1_t12_otype:arr_i:30_j:16,33.79773,0.0,hdslay1_t12,30,16,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:17,oname:hdslay1_t12_otype:arr_i:30_j:17,33.81489,0.0,hdslay1_t12,30,17,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:18,oname:hdslay1_t12_otype:arr_i:30_j:18,33.82682,0.0,hdslay1_t12,30,18,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:19,oname:hdslay1_t12_otype:arr_i:30_j:19,33.83296,0.0,hdslay1_t12,30,19,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:2,oname:hdslay1_t12_otype:arr_i:30_j:2,34.36619,0.0,hdslay1_t12,30,2,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:3,oname:hdslay1_t12_otype:arr_i:30_j:3,34.28546,0.0,hdslay1_t12,30,3,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:4,oname:hdslay1_t12_otype:arr_i:30_j:4,34.18243,0.0,hdslay1_t12,30,4,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:5,oname:hdslay1_t12_otype:arr_i:30_j:5,34.05738,0.0,hdslay1_t12,30,5,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:6,oname:hdslay1_t12_otype:arr_i:30_j:6,33.92594,0.0,hdslay1_t12,30,6,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:7,oname:hdslay1_t12_otype:arr_i:30_j:7,33.91837,0.0,hdslay1_t12,30,7,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:8,oname:hdslay1_t12_otype:arr_i:30_j:8,33.90734,0.0,hdslay1_t12,30,8,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:30_j:9,oname:hdslay1_t12_otype:arr_i:30_j:9,33.8831,0.0,hdslay1_t12,30,9,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:0,oname:hdslay1_t12_otype:arr_i:31_j:0,34.43577,0.0,hdslay1_t12,31,0,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:1,oname:hdslay1_t12_otype:arr_i:31_j:1,34.39332,0.0,hdslay1_t12,31,1,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:10,oname:hdslay1_t12_otype:arr_i:31_j:10,33.83949,0.0,hdslay1_t12,31,10,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:11,oname:hdslay1_t12_otype:arr_i:31_j:11,33.8032,0.0,hdslay1_t12,31,11,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:12,oname:hdslay1_t12_otype:arr_i:31_j:12,33.77614,0.0,hdslay1_t12,31,12,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:13,oname:hdslay1_t12_otype:arr_i:31_j:13,33.76421,0.0,hdslay1_t12,31,13,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:14,oname:hdslay1_t12_otype:arr_i:31_j:14,33.75959,0.0,hdslay1_t12,31,14,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:15,oname:hdslay1_t12_otype:arr_i:31_j:15,33.75549,0.0,hdslay1_t12,31,15,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:16,oname:hdslay1_t12_otype:arr_i:31_j:16,33.77925,0.0,hdslay1_t12,31,16,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:17,oname:hdslay1_t12_otype:arr_i:31_j:17,33.79809,0.0,hdslay1_t12,31,17,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:18,oname:hdslay1_t12_otype:arr_i:31_j:18,33.81121,0.0,hdslay1_t12,31,18,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:19,oname:hdslay1_t12_otype:arr_i:31_j:19,33.81805,0.0,hdslay1_t12,31,19,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:2,oname:hdslay1_t12_otype:arr_i:31_j:2,34.33623,0.0,hdslay1_t12,31,2,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:3,oname:hdslay1_t12_otype:arr_i:31_j:3,34.26406,0.0,hdslay1_t12,31,3,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:4,oname:hdslay1_t12_otype:arr_i:31_j:4,34.17873,0.0,hdslay1_t12,31,4,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:5,oname:hdslay1_t12_otype:arr_i:31_j:5,34.08582,0.0,hdslay1_t12,31,5,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:6,oname:hdslay1_t12_otype:arr_i:31_j:6,34.00043,0.0,hdslay1_t12,31,6,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:7,oname:hdslay1_t12_otype:arr_i:31_j:7,33.95362,0.0,hdslay1_t12,31,7,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:8,oname:hdslay1_t12_otype:arr_i:31_j:8,33.91678,0.0,hdslay1_t12,31,8,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:31_j:9,oname:hdslay1_t12_otype:arr_i:31_j:9,33.87879,0.0,hdslay1_t12,31,9,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:0,oname:hdslay1_t12_otype:arr_i:32_j:0,1e+30,0.0,hdslay1_t12,32,0,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:1,oname:hdslay1_t12_otype:arr_i:32_j:1,34.35726,0.0,hdslay1_t12,32,1,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:10,oname:hdslay1_t12_otype:arr_i:32_j:10,33.81221,0.0,hdslay1_t12,32,10,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:11,oname:hdslay1_t12_otype:arr_i:32_j:11,33.76064,0.0,hdslay1_t12,32,11,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:12,oname:hdslay1_t12_otype:arr_i:32_j:12,33.72108,0.0,hdslay1_t12,32,12,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:13,oname:hdslay1_t12_otype:arr_i:32_j:13,33.71835,0.0,hdslay1_t12,32,13,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:14,oname:hdslay1_t12_otype:arr_i:32_j:14,33.72588,0.0,hdslay1_t12,32,14,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:15,oname:hdslay1_t12_otype:arr_i:32_j:15,33.73156,0.0,hdslay1_t12,32,15,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:16,oname:hdslay1_t12_otype:arr_i:32_j:16,33.75912,0.0,hdslay1_t12,32,16,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:17,oname:hdslay1_t12_otype:arr_i:32_j:17,33.78043,0.0,hdslay1_t12,32,17,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:18,oname:hdslay1_t12_otype:arr_i:32_j:18,33.79527,0.0,hdslay1_t12,32,18,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:19,oname:hdslay1_t12_otype:arr_i:32_j:19,33.80327,0.0,hdslay1_t12,32,19,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:2,oname:hdslay1_t12_otype:arr_i:32_j:2,34.30248,0.0,hdslay1_t12,32,2,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:3,oname:hdslay1_t12_otype:arr_i:32_j:3,34.2378,0.0,hdslay1_t12,32,3,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:4,oname:hdslay1_t12_otype:arr_i:32_j:4,34.1654,0.0,hdslay1_t12,32,4,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:5,oname:hdslay1_t12_otype:arr_i:32_j:5,34.09052,0.0,hdslay1_t12,32,5,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:6,oname:hdslay1_t12_otype:arr_i:32_j:6,34.02089,0.0,hdslay1_t12,32,6,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:7,oname:hdslay1_t12_otype:arr_i:32_j:7,33.96476,0.0,hdslay1_t12,32,7,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:8,oname:hdslay1_t12_otype:arr_i:32_j:8,33.91469,0.0,hdslay1_t12,32,8,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:32_j:9,oname:hdslay1_t12_otype:arr_i:32_j:9,33.86448,0.0,hdslay1_t12,32,9,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:33_j:0,oname:hdslay1_t12_otype:arr_i:33_j:0,1e+30,0.0,hdslay1_t12,33,0,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:33_j:1,oname:hdslay1_t12_otype:arr_i:33_j:1,1e+30,0.0,hdslay1_t12,33,1,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:33_j:10,oname:hdslay1_t12_otype:arr_i:33_j:10,33.77526,0.0,hdslay1_t12,33,10,hdslay1,arr,,,,
oname:hdslay1_t12_otype:arr_i:33_j:11,oname:hdslay1_t12_otype:arr_i:33_j:11,33.69798,0.0,hdslay1_t12,33,11,hdslay1,arr,,,,
