,icsubno,"(k, i, j)",nodelay,stress_offset,ib_thick[k],1.0,ib_cv,ib_cr,ib_theta,999.0,999.0,boundname,b0,b1,b2
665,665,"(1, 14, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_04,1,14,3
666,666,"(2, 14, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_04,2,14,3
667,667,"(3, 14, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_04,3,14,3
668,668,"(0, 14, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_05,0,14,4
669,669,"(1, 14, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_05,1,14,4
670,670,"(2, 14, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_05,2,14,4
671,671,"(3, 14, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_05,3,14,4
672,672,"(0, 14, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_06,0,14,5
673,673,"(1, 14, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_06,1,14,5
674,674,"(2, 14, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_06,2,14,5
675,675,"(3, 14, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_06,3,14,5
676,676,"(0, 14, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_07,0,14,6
677,677,"(1, 14, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_07,1,14,6
678,678,"(2, 14, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_07,2,14,6
679,679,"(3, 14, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_07,3,14,6
680,680,"(0, 14, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_08,0,14,7
681,681,"(1, 14, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_08,1,14,7
682,682,"(2, 14, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_08,2,14,7
683,683,"(3, 14, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_08,3,14,7
684,684,"(0, 14, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_09,0,14,8
685,685,"(1, 14, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_09,1,14,8
686,686,"(2, 14, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_09,2,14,8
687,687,"(3, 14, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_09,3,14,8
688,688,"(0, 14, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_10,0,14,9
689,689,"(1, 14, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_10,1,14,9
690,690,"(2, 14, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_10,2,14,9
691,691,"(3, 14, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_10,3,14,9
692,692,"(0, 14, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_11,0,14,10
693,693,"(1, 14, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_11,1,14,10
694,694,"(2, 14, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_11,2,14,10
695,695,"(3, 14, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_11,3,14,10
696,696,"(0, 14, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_12,0,14,11
697,697,"(1, 14, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_12,1,14,11
698,698,"(2, 14, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_12,2,14,11
699,699,"(3, 14, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_12,3,14,11
700,700,"(0, 14, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_13,0,14,12
701,701,"(1, 14, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_13,1,14,12
702,702,"(2, 14, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_13,2,14,12
703,703,"(3, 14, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_13,3,14,12
704,704,"(0, 15, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_03,0,15,2
705,705,"(1, 15, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_03,1,15,2
706,706,"(2, 15, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_03,2,15,2
707,707,"(3, 15, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_03,3,15,2
708,708,"(0, 15, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_04,0,15,3
709,709,"(1, 15, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_04,1,15,3
710,710,"(2, 15, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_04,2,15,3
711,711,"(3, 15, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_04,3,15,3
712,712,"(0, 15, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_05,0,15,4
713,713,"(1, 15, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_05,1,15,4
714,714,"(2, 15, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_05,2,15,4
715,715,"(3, 15, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_05,3,15,4
716,716,"(0, 15, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_06,0,15,5
717,717,"(1, 15, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_06,1,15,5
718,718,"(2, 15, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_06,2,15,5
719,719,"(3, 15, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_06,3,15,5
720,720,"(0, 15, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_07,0,15,6
721,721,"(1, 15, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_07,1,15,6
722,722,"(2, 15, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_07,2,15,6
723,723,"(3, 15, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_07,3,15,6
724,724,"(0, 15, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_08,0,15,7
725,725,"(1, 15, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_08,1,15,7
726,726,"(2, 15, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_08,2,15,7
727,727,"(3, 15, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_08,3,15,7
728,728,"(0, 15, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_09,0,15,8
729,729,"(1, 15, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_09,1,15,8
730,730,"(2, 15, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_09,2,15,8
731,731,"(3, 15, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_09,3,15,8
732,732,"(0, 15, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_10,0,15,9
733,733,"(1, 15, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_10,1,15,9
734,734,"(2, 15, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_10,2,15,9
735,735,"(3, 15, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_10,3,15,9
736,736,"(0, 15, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_11,0,15,10
737,737,"(1, 15, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_11,1,15,10
738,738,"(2, 15, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_11,2,15,10
739,739,"(3, 15, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_11,3,15,10
740,740,"(0, 15, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_12,0,15,11
741,741,"(1, 15, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_12,1,15,11
742,742,"(2, 15, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_12,2,15,11
743,743,"(3, 15, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_12,3,15,11
744,744,"(0, 15, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_16_13,0,15,12
745,745,"(1, 15, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_16_13,1,15,12
746,746,"(2, 15, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_16_13,2,15,12
747,747,"(3, 15, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_13,3,15,12
748,748,"(0, 16, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_04,0,16,3
749,749,"(1, 16, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_04,1,16,3
750,750,"(2, 16, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_04,2,16,3
751,751,"(3, 16, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_04,3,16,3
752,752,"(0, 16, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_05,0,16,4
753,753,"(1, 16, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_05,1,16,4
754,754,"(2, 16, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_05,2,16,4
755,755,"(3, 16, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_05,3,16,4
756,756,"(0, 16, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_06,0,16,5
757,757,"(1, 16, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_06,1,16,5
758,758,"(2, 16, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_06,2,16,5
759,759,"(3, 16, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_06,3,16,5
760,760,"(0, 16, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_07,0,16,6
761,761,"(1, 16, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_07,1,16,6
762,762,"(2, 16, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_07,2,16,6
763,763,"(3, 16, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_07,3,16,6
764,764,"(0, 16, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_08,0,16,7
765,765,"(1, 16, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_08,1,16,7
766,766,"(2, 16, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_08,2,16,7
767,767,"(3, 16, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_08,3,16,7
768,768,"(0, 16, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_09,0,16,8
769,769,"(1, 16, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_09,1,16,8
770,770,"(2, 16, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_09,2,16,8
771,771,"(3, 16, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_09,3,16,8
772,772,"(0, 16, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_10,0,16,9
773,773,"(1, 16, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_10,1,16,9
774,774,"(2, 16, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_10,2,16,9
775,775,"(3, 16, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_10,3,16,9
776,776,"(0, 16, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_11,0,16,10
777,777,"(1, 16, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_11,1,16,10
778,778,"(2, 16, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_11,2,16,10
779,779,"(3, 16, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_11,3,16,10
780,780,"(0, 16, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_12,0,16,11
781,781,"(1, 16, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_12,1,16,11
782,782,"(2, 16, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_12,2,16,11
783,783,"(3, 16, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_12,3,16,11
784,784,"(0, 16, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_13,0,16,12
785,785,"(1, 16, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_13,1,16,12
786,786,"(2, 16, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_13,2,16,12
787,787,"(3, 16, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_13,3,16,12
788,788,"(0, 17, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_04,0,17,3
789,789,"(1, 17, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_04,1,17,3
790,790,"(2, 17, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_04,2,17,3
791,791,"(3, 17, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_04,3,17,3
792,792,"(0, 17, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_05,0,17,4
793,793,"(1, 17, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_05,1,17,4
794,794,"(2, 17, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_05,2,17,4
795,795,"(3, 17, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_05,3,17,4
796,796,"(0, 17, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_06,0,17,5
797,797,"(1, 17, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_06,1,17,5
798,798,"(2, 17, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_06,2,17,5
799,799,"(3, 17, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_06,3,17,5
800,800,"(0, 17, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_07,0,17,6
801,801,"(1, 17, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_07,1,17,6
802,802,"(2, 17, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_07,2,17,6
803,803,"(3, 17, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_07,3,17,6
804,804,"(0, 17, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_08,0,17,7
805,805,"(1, 17, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_08,1,17,7
806,806,"(2, 17, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_08,2,17,7
807,807,"(3, 17, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_08,3,17,7
808,808,"(0, 17, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_09,0,17,8
809,809,"(1, 17, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_09,1,17,8
810,810,"(2, 17, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_09,2,17,8
811,811,"(3, 17, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_09,3,17,8
812,812,"(0, 17, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_10,0,17,9
813,813,"(1, 17, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_10,1,17,9
814,814,"(2, 17, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_10,2,17,9
815,815,"(3, 17, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_10,3,17,9
816,816,"(0, 17, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_11,0,17,10
817,817,"(1, 17, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_11,1,17,10
818,818,"(2, 17, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_11,2,17,10
819,819,"(3, 17, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_11,3,17,10
820,820,"(0, 17, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_12,0,17,11
821,821,"(1, 17, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_12,1,17,11
822,822,"(2, 17, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_12,2,17,11
823,823,"(3, 17, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_12,3,17,11
824,824,"(0, 18, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_19_07,0,18,6
825,825,"(1, 18, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_19_07,1,18,6
826,826,"(2, 18, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_19_07,2,18,6
827,827,"(3, 18, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_19_07,3,18,6
828,828,"(0, 18, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_19_08,0,18,7
829,829,"(1, 18, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_19_08,1,18,7
830,830,"(2, 18, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_19_08,2,18,7
831,831,"(3, 18, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_19_08,3,18,7
832,832,"(0, 18, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_19_09,0,18,8
833,833,"(1, 18, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_19_09,1,18,8
834,834,"(2, 18, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_19_09,2,18,8
835,835,"(3, 18, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_19_09,3,18,8
836,836,"(0, 18, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_19_10,0,18,9
837,837,"(1, 18, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_19_10,1,18,9
838,838,"(2, 18, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_19_10,2,18,9
839,839,"(3, 18, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_19_10,3,18,9
