,parnme,parval1,i,j,x,y,pargp,tpl_filename,input_filename,partype,partrans,parubnd,parlbnd,parchglim,scale,dercom,offset
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:2_x:625.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:2_x:625.00_y:2625.00_zone:1,36.18928,29,2,625.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:3_x:875.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:3_x:875.00_y:2625.00_zone:1,36.01295,29,3,875.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:4_x:1125.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:4_x:1125.00_y:2625.00_zone:1,35.80225,29,4,1125.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:5_x:1375.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:5_x:1375.00_y:2625.00_zone:1,35.52066,29,5,1375.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:6_x:1625.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:6_x:1625.00_y:2625.00_zone:1,35.08551,29,6,1625.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:7_x:1875.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:7_x:1875.00_y:2625.00_zone:1,35.18798,29,7,1875.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:8_x:2125.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:8_x:2125.00_y:2625.00_zone:1,35.13364,29,8,2125.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:9_x:2375.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:9_x:2375.00_y:2625.00_zone:1,35.03838,29,9,2375.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:10_x:2625.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:10_x:2625.00_y:2625.00_zone:1,34.93714,29,10,2625.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:11_x:2875.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:11_x:2875.00_y:2625.00_zone:1,34.84856,29,11,2875.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:12_x:3125.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:12_x:3125.00_y:2625.00_zone:1,34.76571,29,12,3125.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:13_x:3375.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:13_x:3375.00_y:2625.00_zone:1,34.68206,29,13,3375.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:14_x:3625.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:14_x:3625.00_y:2625.00_zone:1,34.5894,29,14,3625.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:15_x:3875.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:15_x:3875.00_y:2625.00_zone:1,34.46863,29,15,3875.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:16_x:4125.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:16_x:4125.00_y:2625.00_zone:1,34.57437,29,16,4125.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:17_x:4375.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:17_x:4375.00_y:2625.00_zone:1,34.64586,29,17,4375.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:18_x:4625.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:18_x:4625.00_y:2625.00_zone:1,34.69419,29,18,4625.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:19_x:4875.00_y:2625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:19_x:4875.00_y:2625.00_zone:1,34.71975,29,19,4875.0,2625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:0_x:125.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:0_x:125.00_y:2375.00_zone:1,36.25251,30,0,125.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:1_x:375.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:1_x:375.00_y:2375.00_zone:1,36.16941,30,1,375.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:2_x:625.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:2_x:625.00_y:2375.00_zone:1,36.03685,30,2,625.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:3_x:875.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:3_x:875.00_y:2375.00_zone:1,35.87284,30,3,875.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:4_x:1125.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:4_x:1125.00_y:2375.00_zone:1,35.65164,30,4,1125.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:5_x:1375.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:5_x:1375.00_y:2375.00_zone:1,35.44119,30,5,1375.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:6_x:1625.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:6_x:1625.00_y:2375.00_zone:1,35.20368,30,6,1625.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:7_x:1875.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:7_x:1875.00_y:2375.00_zone:1,35.11366,30,7,1875.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:8_x:2125.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:8_x:2125.00_y:2375.00_zone:1,35.02868,30,8,2125.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:9_x:2375.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:9_x:2375.00_y:2375.00_zone:1,34.93515,30,9,2375.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:10_x:2625.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:10_x:2625.00_y:2375.00_zone:1,34.8416,30,10,2625.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:11_x:2875.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:11_x:2875.00_y:2375.00_zone:1,34.75701,30,11,2875.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:12_x:3125.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:12_x:3125.00_y:2375.00_zone:1,34.67896,30,12,3125.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:13_x:3375.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:13_x:3375.00_y:2375.00_zone:1,34.60544,30,13,3375.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:14_x:3625.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:14_x:3625.00_y:2375.00_zone:1,34.52934,30,14,3625.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:15_x:3875.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:15_x:3875.00_y:2375.00_zone:1,34.42871,30,15,3875.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:16_x:4125.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:16_x:4125.00_y:2375.00_zone:1,34.53343,30,16,4125.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:17_x:4375.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:17_x:4375.00_y:2375.00_zone:1,34.60486,30,17,4375.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:18_x:4625.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:18_x:4625.00_y:2375.00_zone:1,34.65415,30,18,4625.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:19_x:4875.00_y:2375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:19_x:4875.00_y:2375.00_zone:1,34.67969,30,19,4875.0,2375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:0_x:125.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:0_x:125.00_y:2125.00_zone:1,36.17052,31,0,125.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:1_x:375.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:1_x:375.00_y:2125.00_zone:1,36.04028,31,1,375.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:2_x:625.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:2_x:625.00_y:2125.00_zone:1,35.89247,31,2,625.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:3_x:875.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:3_x:875.00_y:2125.00_zone:1,35.69094,31,3,875.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:4_x:1125.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:4_x:1125.00_y:2125.00_zone:1,35.51767,31,4,1125.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:5_x:1375.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:5_x:1375.00_y:2125.00_zone:1,35.32797,31,5,1375.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:6_x:1625.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:6_x:1625.00_y:2125.00_zone:1,35.14364,31,6,1625.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:7_x:1875.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:7_x:1875.00_y:2125.00_zone:1,35.01103,31,7,1875.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:8_x:2125.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:8_x:2125.00_y:2125.00_zone:1,34.91006,31,8,2125.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:9_x:2375.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:9_x:2375.00_y:2125.00_zone:1,34.80902,31,9,2375.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:10_x:2625.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:10_x:2625.00_y:2125.00_zone:1,34.71411,31,10,2625.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:11_x:2875.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:11_x:2875.00_y:2125.00_zone:1,34.6295,31,11,2875.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:12_x:3125.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:12_x:3125.00_y:2125.00_zone:1,34.55849,31,12,3125.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:13_x:3375.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:13_x:3375.00_y:2125.00_zone:1,34.50293,31,13,3375.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:14_x:3625.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:14_x:3625.00_y:2125.00_zone:1,34.45217,31,14,3625.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:15_x:3875.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:15_x:3875.00_y:2125.00_zone:1,34.38105,31,15,3875.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:16_x:4125.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:16_x:4125.00_y:2125.00_zone:1,34.48482,31,16,4125.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:17_x:4375.00_y:2125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:17_x:4375.00_y:2125.00_zone:1,34.55891,31,17,4375.0,2125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
